;  Created 01-Feb-2016 ECMD Adapted from stx_cfl_skyvec_table.txt 20-Jun-2013 - Shaun Bloomfield (TCD)
;
;  CFL sky X sampling (in arcminutes) from STIX optical axis, nominally 67 samples spaced 2 arcminutes apart
;
-66. -64. -62. -60. -58. -56. -54. -52. -50. -48. -46. -44. -42. -40. -38. -36. -34. -32. -30. -28. -26. -24. -22. -20. -18. -16. -14. -12. -10.  -8.  -6.  -4.  -2.   0.   2.   4.   6.   8.  10.  12.  14.  16.  18.  20.  22.  24.  26.  28.  30.  32.  34.  36.  38.  40.  42.  44.  46.  48.  50.  52.  54.  56.  58.  60.  62.  64.  66.
;
;  CFL sky Y sampling (in arcminutes) from STIX optical axis, nominally 67 samples spaced 2 arcminutes apart
;
-66. -64. -62. -60. -58. -56. -54. -52. -50. -48. -46. -44. -42. -40. -38. -36. -34. -32. -30. -28. -26. -24. -22. -20. -18. -16. -14. -12. -10.  -8.  -6.  -4.  -2.   0.   2.   4.   6.   8.  10.  12.  14.  16.  18.  20.  22.  24.  26.  28.  30.  32.  34.  36.  38.  40.  42.  44.  46.  48.  50.  52.  54.  56.  58.  60.  62.  64.  66.
;
;  CFL [npixels, nvectors] sky vector array, nominally has [12, 4489] entries where nvectors is nsky_x*nsky_y (67x67)
;
0.0000000 0.0316865 0.0000000 0.0000000 0.0000000 0.0111348 0.0000000 0.0000000 0.0723712 0.2409206 0.0255329 0.0790962 
0.0000000 0.0271399 0.0045923 0.0000000 0.0000000 0.0098115 0.0013383 0.0000000 0.0534252 0.2412764 0.0193141 0.0792100 
0.0000000 0.0169772 0.0137831 0.0000000 0.0000000 0.0061373 0.0040166 0.0000000 0.0334197 0.2415534 0.0120814 0.0792980 
0.0000000 0.0067864 0.0229801 0.0000000 0.0000000 0.0024532 0.0066965 0.0000000 0.0133591 0.2416706 0.0048292 0.0793333 
0.0000000 0.0000000 0.0301859 0.0000000 0.0000000 0.0000000 0.0090411 0.0000000 0.0000000 0.2416462 0.0000000 0.0795507 
0.0000000 0.0000000 0.0338106 0.0000000 0.0000000 0.0000000 0.0109112 0.0000000 0.0000000 0.2415990 0.0000000 0.0802917 
0.0000000 0.0342609 0.0000000 0.0000000 0.0000000 0.0143281 0.0000000 0.0000000 0.2412129 0.0000000 0.0974614 0.0000000 
0.0000000 0.0323685 0.0000000 0.0000000 0.0000000 0.0141399 0.0000000 0.0000000 0.2412126 0.0000000 0.0981437 0.0000000 
0.0000000 0.0251221 0.0060171 0.0000000 0.0000000 0.0111246 0.0022911 0.0000000 0.2412424 0.0120194 0.0983610 0.0045099 
0.0000000 0.0150699 0.0150528 0.0000000 0.0000000 0.0066735 0.0057317 0.0000000 0.2411697 0.0300693 0.0983342 0.0112830 
0.0000000 0.0050213 0.0240685 0.0000000 0.0000000 0.0022237 0.0091651 0.0000000 0.2409560 0.0480796 0.0982501 0.0180416 
0.0000000 0.0000000 0.0290478 0.0000000 0.0000000 0.0000000 0.0113724 0.0000000 0.2406176 0.0670112 0.0981149 0.0257636 
0.0000000 0.0000000 0.0299966 0.0000000 0.0000000 0.0000000 0.0123544 0.0000000 0.2401751 0.0868392 0.0979371 0.0344369 
0.0000000 0.0000000 0.0309272 0.0000000 0.0000000 0.0000000 0.0133264 0.0000000 0.2396213 0.1065437 0.0977142 0.0430585 
0.0029866 0.0000000 0.0281944 0.0029865 0.0011375 0.0000000 0.0124878 0.0011375 0.2390159 0.1254742 0.0974695 0.0509738 
0.0119103 0.0000000 0.0181933 0.0119102 0.0045363 0.0000000 0.0080584 0.0045363 0.2383859 0.1429862 0.0972151 0.0575373 
0.0207731 0.0000000 0.0082397 0.0207731 0.0079122 0.0000000 0.0036497 0.0079122 0.2376039 0.1603013 0.0968985 0.0640245 
0.0297225 0.0000000 0.0000000 0.0282402 0.0114236 0.0000000 0.0000000 0.0108590 0.2366644 0.1777060 0.0965178 0.0707463 
0.0393891 0.0000000 0.0000000 0.0290893 0.0157143 0.0000000 0.0000000 0.0117909 0.2355430 0.1964286 0.0960624 0.0789647 
0.0489372 0.0000000 0.0000000 0.0299140 0.0199536 0.0000000 0.0000000 0.0127071 0.2343045 0.2148572 0.0955593 0.0870583 
0.0583475 0.0000061 0.0000000 0.0307063 0.0241329 0.0000023 0.0000000 0.0136028 0.2329557 0.2329558 0.0950112 0.0950113 
0.0583621 0.0087354 0.0000000 0.0210122 0.0241395 0.0033278 0.0000000 0.0093085 0.2330154 0.2330154 0.0950372 0.0950373 
0.0583649 0.0174653 0.0000000 0.0113112 0.0241412 0.0066536 0.0000000 0.0050110 0.2330285 0.2330286 0.0950442 0.0950442 
0.0583562 0.0261908 0.0000000 0.0016091 0.0241382 0.0099779 0.0000000 0.0007129 0.2329951 0.2329951 0.0950321 0.0950322 
0.0583358 0.0357173 0.0000000 0.0000000 0.0241302 0.0141095 0.0000000 0.0000000 0.2329150 0.2329150 0.0950009 0.0950009 
0.0583084 0.0453929 0.0000000 0.0000000 0.0241194 0.0183973 0.0000000 0.0000000 0.2328071 0.2328072 0.0949583 0.0949584 
0.0582745 0.0550531 0.0000000 0.0000000 0.0241059 0.0226786 0.0000000 0.0000000 0.2326733 0.2326733 0.0949051 0.0949051 
0.0582605 0.0582605 0.0058157 0.0000000 0.0241005 0.0241005 0.0022158 0.0000000 0.2326185 0.2326186 0.0948838 0.0948839 
0.0582543 0.0582543 0.0145275 0.0000000 0.0240983 0.0240983 0.0055352 0.0000000 0.2325949 0.2325949 0.0948753 0.0948753 
0.0582431 0.0582431 0.0232353 0.0000000 0.0240940 0.0240940 0.0088531 0.0000000 0.2325510 0.2325511 0.0948584 0.0948584 
0.0582255 0.0582255 0.0324220 0.0000000 0.0240871 0.0240871 0.0126543 0.0000000 0.2324820 0.2324820 0.0948312 0.0948312 
0.0582007 0.0582007 0.0420820 0.0000000 0.0240771 0.0240771 0.0169353 0.0000000 0.2323834 0.2323834 0.0947919 0.0947919 
0.0581693 0.0581693 0.0517283 0.0000000 0.0240644 0.0240644 0.0212105 0.0000000 0.2322590 0.2322591 0.0947418 0.0947418 
0.0581445 0.0581445 0.0581445 0.0029027 0.0240544 0.0240544 0.0240544 0.0011060 0.2321607 0.2321608 0.0947023 0.0947023 
0.0581402 0.0581402 0.0581402 0.0115975 0.0240528 0.0240528 0.0240528 0.0044192 0.2321439 0.2321440 0.0946960 0.0946961 
0.0581309 0.0581309 0.0581309 0.0202894 0.0240491 0.0240491 0.0240491 0.0077312 0.2321071 0.2321071 0.0946814 0.0946814 
0.0581161 0.0581161 0.0581162 0.0291371 0.0240431 0.0240431 0.0240431 0.0112027 0.2320486 0.2320487 0.0946579 0.0946579 
0.0580937 0.0580937 0.0580937 0.0387819 0.0240339 0.0240339 0.0240339 0.0154769 0.2319593 0.2319593 0.0946217 0.0946217 
0.0580648 0.0580648 0.0580649 0.0484137 0.0240220 0.0240220 0.0240220 0.0197456 0.2318442 0.2318442 0.0945749 0.0945749 
0.0580296 0.0580296 0.0580296 0.0580296 0.0240074 0.0240074 0.0240074 0.0240074 0.2317035 0.2317036 0.0945176 0.0945176 
0.0493778 0.0580610 0.0580610 0.0580610 0.0207117 0.0240204 0.0240204 0.0240204 0.2318287 0.2318287 0.0945685 0.0945686 
0.0407133 0.0580873 0.0580874 0.0580874 0.0174109 0.0240313 0.0240313 0.0240313 0.2319341 0.2319341 0.0946114 0.0946115 
0.0320381 0.0581088 0.0581089 0.0581089 0.0141059 0.0240401 0.0240401 0.0240401 0.2320195 0.2320195 0.0946460 0.0946460 
0.0225482 0.0581269 0.0581269 0.0581269 0.0099909 0.0240474 0.0240474 0.0240474 0.2320912 0.2320912 0.0946749 0.0946749 
0.0128894 0.0581389 0.0581389 0.0581389 0.0057112 0.0240522 0.0240522 0.0240522 0.2321387 0.2321388 0.0946939 0.0946940 
0.0032261 0.0581445 0.0581445 0.0581445 0.0014294 0.0240544 0.0240544 0.0240544 0.2321604 0.2321604 0.0947022 0.0947022 
0.0000000 0.0523713 0.0581665 0.0581665 0.0000000 0.0218551 0.0240633 0.0240633 0.2322480 0.2322480 0.0947373 0.0947374 
0.0000000 0.0436936 0.0581950 0.0581950 0.0000000 0.0185493 0.0240748 0.0240748 0.2323606 0.2323607 0.0947825 0.0947825 
0.0000000 0.0350044 0.0582184 0.0582184 0.0000000 0.0152390 0.0240842 0.0240842 0.2324533 0.2324534 0.0948195 0.0948196 
0.0000000 0.0258217 0.0582378 0.0582378 0.0000000 0.0114408 0.0240919 0.0240919 0.2325301 0.2325302 0.0948500 0.0948500 
0.0000000 0.0161454 0.0582523 0.0582523 0.0000000 0.0071534 0.0240975 0.0240975 0.2325867 0.2325867 0.0948720 0.0948721 
0.0000000 0.0064635 0.0582602 0.0582602 0.0000000 0.0028637 0.0241004 0.0241004 0.2326172 0.2326173 0.0948833 0.0948834 
0.0000000 0.0000000 0.0553746 0.0582731 0.0000000 0.0000000 0.0230010 0.0241053 0.2326674 0.2326675 0.0949027 0.0949027 
0.0000000 0.0000000 0.0466836 0.0583035 0.0000000 0.0000000 0.0196904 0.0241174 0.2327875 0.2327875 0.0949504 0.0949504 
0.0000000 0.0000000 0.0379802 0.0583289 0.0000000 0.0000000 0.0163749 0.0241274 0.2328875 0.2328875 0.0949897 0.0949897 
0.0014476 0.0000000 0.0291053 0.0583496 0.0005515 0.0000000 0.0128944 0.0241354 0.2329686 0.2329686 0.0950213 0.0950214 
0.0101770 0.0000000 0.0194106 0.0583630 0.0038770 0.0000000 0.0085992 0.0241404 0.2330207 0.2330208 0.0950410 0.0950410 
0.0189067 0.0000000 0.0097092 0.0583648 0.0072025 0.0000000 0.0043012 0.0241405 0.2330263 0.2330263 0.0950416 0.0950416 
0.0276318 0.0000000 0.0000069 0.0583550 0.0105261 0.0000000 0.0000031 0.0241359 0.2329853 0.2329853 0.0950232 0.0950232 
0.0287544 0.0000000 0.0000000 0.0498843 0.0115580 0.0000000 0.0000000 0.0209181 0.2166496 0.2341628 0.0889280 0.0955015 
0.0298707 0.0000000 0.0000000 0.0413038 0.0125935 0.0000000 0.0000000 0.0176580 0.2000523 0.2352546 0.0827322 0.0959448 
0.0309840 0.0000000 0.0000000 0.0326287 0.0136328 0.0000000 0.0000000 0.0143613 0.1832210 0.2362558 0.0764458 0.0963511 
0.0230601 0.0074051 0.0000000 0.0230602 0.0102144 0.0028205 0.0000000 0.0102144 0.1646631 0.2373247 0.0684994 0.0967847 
0.0132300 0.0163610 0.0000000 0.0132300 0.0058600 0.0062315 0.0000000 0.0058600 0.1455204 0.2382589 0.0601170 0.0971633 
0.0033191 0.0253682 0.0000000 0.0033192 0.0014701 0.0096617 0.0000000 0.0014701 0.1261274 0.2390130 0.0516282 0.0974686 
0.0000000 0.0290902 0.0000000 0.0000000 0.0000000 0.0114916 0.0000000 0.0000000 0.1078432 0.2395925 0.0443654 0.0977023 
0.0000000 0.0301513 0.0000000 0.0000000 0.0000000 0.0125164 0.0000000 0.0000000 0.0900903 0.2400750 0.0377099 0.0978964 
0.0000000 0.0312051 0.0000000 0.0000000 0.0000000 0.0135405 0.0000000 0.0000000 0.0722389 0.2404711 0.0310165 0.0980553 
0.0000000 0.0267371 0.0045158 0.0000000 0.0000000 0.0118407 0.0017196 0.0000000 0.0533323 0.2408429 0.0233085 0.0982040 
0.0000000 0.0167269 0.0135573 0.0000000 0.0000000 0.0074073 0.0051623 0.0000000 0.0333647 0.2411324 0.0145814 0.0983191 
0.0000000 0.0066877 0.0226054 0.0000000 0.0000000 0.0029615 0.0086072 0.0000000 0.0133396 0.2412557 0.0058297 0.0983663 
0.0000000 0.0000000 0.0297007 0.0000000 0.0000000 0.0000000 0.0115221 0.0000000 0.0000000 0.2412312 0.0000000 0.0985545 
0.0000000 0.0000000 0.0332833 0.0000000 0.0000000 0.0000000 0.0135959 0.0000000 0.0000000 0.2411817 0.0000000 0.0992000 
0.0000000 0.0314596 0.0000000 0.0000000 0.0000000 0.0170313 0.0000000 0.0000000 0.2407275 0.0000000 0.1165108 0.0000000 
0.0000000 0.0298042 0.0000000 0.0000000 0.0000000 0.0166097 0.0000000 0.0000000 0.2407248 0.0000000 0.1170991 0.0000000 
0.0000000 0.0231506 0.0054954 0.0000000 0.0000000 0.0130197 0.0027978 0.0000000 0.2407495 0.0119976 0.1172889 0.0055073 
0.0000000 0.0138863 0.0137452 0.0000000 0.0000000 0.0078098 0.0069981 0.0000000 0.2406694 0.0300095 0.1172525 0.0137758 
0.0000000 0.0046259 0.0219760 0.0000000 0.0000000 0.0026017 0.0111892 0.0000000 0.2404473 0.0479805 0.1171473 0.0220260 
0.0000000 0.0000000 0.0265622 0.0000000 0.0000000 0.0000000 0.0137706 0.0000000 0.2400949 0.0668684 0.1169782 0.0312307 
0.0000000 0.0000000 0.0275105 0.0000000 0.0000000 0.0000000 0.0147444 0.0000000 0.2396290 0.0866443 0.1167540 0.0413744 
0.0000000 0.0000000 0.0284411 0.0000000 0.0000000 0.0000000 0.0157067 0.0000000 0.2390463 0.1062907 0.1164725 0.0514533 
0.0027265 0.0000000 0.0259692 0.0027264 0.0013884 0.0000000 0.0146076 0.0013884 0.2384061 0.1251561 0.1161629 0.0608146 
0.0108687 0.0000000 0.0167543 0.0108686 0.0055348 0.0000000 0.0094245 0.0055348 0.2377398 0.1426008 0.1158406 0.0688156 
0.0189529 0.0000000 0.0075862 0.0189528 0.0096520 0.0000000 0.0042674 0.0096519 0.2369233 0.1598444 0.1154448 0.0767222 
0.0271274 0.0000000 0.0000000 0.0257743 0.0138962 0.0000000 0.0000000 0.0132071 0.2359494 0.1771714 0.1149724 0.0848409 
0.0360208 0.0000000 0.0000000 0.0266266 0.0189065 0.0000000 0.0000000 0.0141220 0.2347835 0.1957973 0.1144064 0.0944205 
0.0448013 0.0000000 0.0000000 0.0274551 0.0238540 0.0000000 0.0000000 0.0150195 0.2334985 0.2141201 0.1137820 0.1038477 
0.0534498 0.0000064 0.0000000 0.0282514 0.0287282 0.0000033 0.0000000 0.0158937 0.2321017 0.2321018 0.1131033 0.1131033 
0.0534622 0.0079637 0.0000000 0.0193318 0.0287355 0.0040562 0.0000000 0.0108759 0.2321573 0.2321573 0.1131319 0.1131319 
0.0534647 0.0159216 0.0000000 0.0104063 0.0287375 0.0081096 0.0000000 0.0058546 0.2321700 0.2321700 0.1131398 0.1131399 
0.0534574 0.0238757 0.0000000 0.0014797 0.0287341 0.0121613 0.0000000 0.0008325 0.2321398 0.2321399 0.1131265 0.1131266 
0.0534401 0.0326295 0.0000000 0.0000000 0.0287254 0.0170168 0.0000000 0.0000000 0.2320662 0.2320662 0.1130920 0.1130920 
0.0534168 0.0415334 0.0000000 0.0000000 0.0287134 0.0220274 0.0000000 0.0000000 0.2319666 0.2319667 0.1130449 0.1130449 
0.0533880 0.0504243 0.0000000 0.0000000 0.0286984 0.0270309 0.0000000 0.0000000 0.2318429 0.2318430 0.1129858 0.1129859 
0.0533760 0.0533760 0.0053024 0.0000000 0.0286924 0.0286924 0.0027010 0.0000000 0.2317924 0.2317924 0.1129624 0.1129624 
0.0533708 0.0533708 0.0132449 0.0000000 0.0286900 0.0286900 0.0067470 0.0000000 0.2317708 0.2317709 0.1129529 0.1129530 
0.0533614 0.0533614 0.0211842 0.0000000 0.0286853 0.0286853 0.0107915 0.0000000 0.2317309 0.2317309 0.1129344 0.1129344 
0.0533466 0.0533466 0.0296018 0.0000000 0.0286777 0.0286777 0.0153171 0.0000000 0.2316675 0.2316676 0.1129044 0.1129044 
0.0533255 0.0533255 0.0384927 0.0000000 0.0286666 0.0286666 0.0203206 0.0000000 0.2315766 0.2315767 0.1128608 0.1128608 
0.0532988 0.0532988 0.0473712 0.0000000 0.0286526 0.0286526 0.0253172 0.0000000 0.2314617 0.2314617 0.1128055 0.1128056 
0.0532777 0.0532777 0.0532777 0.0026469 0.0286415 0.0286415 0.0286415 0.0013484 0.2313708 0.2313708 0.1127618 0.1127619 
0.0532741 0.0532741 0.0532741 0.0105752 0.0286397 0.0286397 0.0286397 0.0053874 0.2313555 0.2313555 0.1127548 0.1127549 
0.0532663 0.0532663 0.0532663 0.0185007 0.0286356 0.0286356 0.0286357 0.0094250 0.2313219 0.2313219 0.1127389 0.1127390 
0.0532539 0.0532539 0.0532539 0.0265830 0.0286291 0.0286291 0.0286291 0.0136215 0.2312685 0.2312685 0.1127131 0.1127132 
0.0532348 0.0532348 0.0532349 0.0354604 0.0286190 0.0286190 0.0286190 0.0186174 0.2311861 0.2311861 0.1126732 0.1126733 
0.0532103 0.0532103 0.0532103 0.0443273 0.0286059 0.0286059 0.0286059 0.0236075 0.2310797 0.2310798 0.1126216 0.1126216 
0.0531803 0.0531803 0.0531803 0.0531803 0.0285898 0.0285898 0.0285898 0.0285898 0.2309496 0.2309496 0.1125582 0.1125582 
0.0452886 0.0532068 0.0532068 0.0532068 0.0245701 0.0286040 0.0286040 0.0286040 0.2310644 0.2310644 0.1126141 0.1126142 
0.0373859 0.0532291 0.0532291 0.0532291 0.0205447 0.0286159 0.0286159 0.0286159 0.2311611 0.2311611 0.1126611 0.1126611 
0.0294744 0.0532472 0.0532472 0.0532472 0.0165147 0.0286256 0.0286256 0.0286256 0.2312396 0.2312397 0.1126991 0.1126991 
0.0207522 0.0532627 0.0532627 0.0532627 0.0116771 0.0286337 0.0286337 0.0286337 0.2313062 0.2313062 0.1127312 0.1127313 
0.0118626 0.0532729 0.0532729 0.0532729 0.0066750 0.0286391 0.0286391 0.0286391 0.2313503 0.2313504 0.1127523 0.1127524 
0.0029693 0.0532777 0.0532777 0.0532777 0.0016708 0.0286414 0.0286414 0.0286414 0.2313704 0.2313705 0.1127616 0.1127616 
0.0000000 0.0480125 0.0532963 0.0532963 0.0000000 0.0259595 0.0286513 0.0286513 0.2314507 0.2314508 0.1128002 0.1128002 
0.0000000 0.0400988 0.0533203 0.0533203 0.0000000 0.0219285 0.0286639 0.0286639 0.2315541 0.2315541 0.1128498 0.1128499 
0.0000000 0.0321754 0.0533401 0.0533401 0.0000000 0.0178925 0.0286742 0.0286742 0.2316392 0.2316392 0.1128905 0.1128906 
0.0000000 0.0237617 0.0533567 0.0533567 0.0000000 0.0133699 0.0286828 0.0286828 0.2317102 0.2317103 0.1129243 0.1129243 
0.0000000 0.0148574 0.0533690 0.0533690 0.0000000 0.0083596 0.0286890 0.0286890 0.2317627 0.2317628 0.1129489 0.1129489 
0.0000000 0.0059482 0.0533758 0.0533758 0.0000000 0.0033468 0.0286923 0.0286923 0.2317911 0.2317911 0.1129617 0.1129617 
0.0000000 0.0000000 0.0507448 0.0533867 0.0000000 0.0000000 0.0273520 0.0286977 0.2318372 0.2318372 0.1129830 0.1129831 
0.0000000 0.0000000 0.0428198 0.0534124 0.0000000 0.0000000 0.0233154 0.0287110 0.2319472 0.2319473 0.1130354 0.1130354 
0.0000000 0.0000000 0.0348843 0.0534338 0.0000000 0.0000000 0.0192735 0.0287220 0.2320390 0.2320390 0.1130788 0.1130789 
0.0013189 0.0000000 0.0267800 0.0534514 0.0006718 0.0000000 0.0150668 0.0287309 0.2321136 0.2321137 0.1131138 0.1131138 
0.0092764 0.0000000 0.0178597 0.0534629 0.0047249 0.0000000 0.0100479 0.0287366 0.2321623 0.2321623 0.1131360 0.1131361 
0.0172342 0.0000000 0.0089339 0.0534647 0.0087779 0.0000000 0.0050261 0.0287368 0.2321681 0.2321681 0.1131371 0.1131372 
0.0251880 0.0000000 0.0000072 0.0534566 0.0128288 0.0000000 0.0000041 0.0287319 0.2321310 0.2321310 0.1131175 0.1131176 
0.0263000 0.0000000 0.0000000 0.0457461 0.0138723 0.0000000 0.0000000 0.0248120 0.2159000 0.2333506 0.1056975 0.1137100 
0.0274067 0.0000000 0.0000000 0.0379312 0.0149181 0.0000000 0.0000000 0.0208387 0.1993986 0.2344837 0.0981512 0.1142603 
0.0285116 0.0000000 0.0000000 0.0300268 0.0159671 0.0000000 0.0000000 0.0168194 0.1826562 0.2355250 0.0904917 0.1147656 
0.0212343 0.0067545 0.0000000 0.0212344 0.0119449 0.0034398 0.0000000 0.0119449 0.1641853 0.2366327 0.0811652 0.1153032 
0.0121851 0.0149274 0.0000000 0.0121852 0.0068543 0.0076017 0.0000000 0.0068543 0.1451246 0.2376067 0.0713805 0.1157757 
0.0030584 0.0231501 0.0000000 0.0030584 0.0017203 0.0117887 0.0000000 0.0017203 0.1258072 0.2384017 0.0614668 0.1161607 
0.0000000 0.0266082 0.0000000 0.0000000 0.0000000 0.0138755 0.0000000 0.0000000 0.1075856 0.2390151 0.0527553 0.1164571 
0.0000000 0.0276650 0.0000000 0.0000000 0.0000000 0.0149045 0.0000000 0.0000000 0.0898861 0.2395242 0.0446357 0.1167026 
0.0000000 0.0287152 0.0000000 0.0000000 0.0000000 0.0159317 0.0000000 0.0000000 0.0720826 0.2399423 0.0364676 0.1169038 
0.0000000 0.0246396 0.0041218 0.0000000 0.0000000 0.0138580 0.0020986 0.0000000 0.0532214 0.2403298 0.0272796 0.1170901 
0.0000000 0.0154161 0.0123772 0.0000000 0.0000000 0.0086702 0.0063016 0.0000000 0.0332984 0.2406304 0.0170672 0.1172334 
0.0000000 0.0061647 0.0206391 0.0000000 0.0000000 0.0034670 0.0105076 0.0000000 0.0133154 0.2407625 0.0068247 0.1172951 
0.0000000 0.0000000 0.0271484 0.0000000 0.0000000 0.0000000 0.0139901 0.0000000 0.0000000 0.2407429 0.0000000 0.1174565 
0.0000000 0.0000000 0.0305171 0.0000000 0.0000000 0.0000000 0.0162664 0.0000000 0.0000000 0.2406949 0.0000000 0.1180078 
0.0000000 0.0286588 0.0000000 0.0000000 0.0000000 0.0197159 0.0000000 0.0000000 0.2401529 0.0000000 0.1354318 0.0000000 
0.0000000 0.0272403 0.0000000 0.0000000 0.0000000 0.0190624 0.0000000 0.0000000 0.2401493 0.0000000 0.1359272 0.0000000 
0.0000000 0.0211798 0.0049736 0.0000000 0.0000000 0.0149013 0.0033014 0.0000000 0.2401700 0.0119715 0.1360890 0.0064988 
0.0000000 0.0127032 0.0124382 0.0000000 0.0000000 0.0089377 0.0082564 0.0000000 0.2400819 0.0299390 0.1360415 0.0162527 
0.0000000 0.0042308 0.0198846 0.0000000 0.0000000 0.0029768 0.0131998 0.0000000 0.2398486 0.0478637 0.1359121 0.0259840 
0.0000000 0.0000000 0.0240777 0.0000000 0.0000000 0.0000000 0.0161518 0.0000000 0.2394787 0.0666995 0.1357051 0.0366598 
0.0000000 0.0000000 0.0250253 0.0000000 0.0000000 0.0000000 0.0171164 0.0000000 0.2389860 0.0864145 0.1354286 0.0482605 
0.0000000 0.0000000 0.0259555 0.0000000 0.0000000 0.0000000 0.0180676 0.0000000 0.2383700 0.1059926 0.1350817 0.0597821 
0.0024666 0.0000000 0.0237446 0.0024666 0.0016376 0.0000000 0.0167087 0.0016376 0.2376904 0.1247827 0.1346987 0.0705729 
0.0098277 0.0000000 0.0153160 0.0098276 0.0065249 0.0000000 0.0107779 0.0065249 0.2369822 0.1421484 0.1342998 0.0799941 
0.0171338 0.0000000 0.0069331 0.0171337 0.0113759 0.0000000 0.0048789 0.0113758 0.2361234 0.1593067 0.1338149 0.0893008 
0.0245337 0.0000000 0.0000000 0.0233099 0.0163447 0.0000000 0.0000000 0.0155322 0.2351053 0.1765398 0.1332402 0.0987946 
0.0326539 0.0000000 0.0000000 0.0241649 0.0220646 0.0000000 0.0000000 0.0164280 0.2338856 0.1950506 0.1325509 0.1097096 
0.0406667 0.0000000 0.0000000 0.0249966 0.0277095 0.0000000 0.0000000 0.0173046 0.2325440 0.2132467 0.1317923 0.1204422 
0.0485532 0.0000066 0.0000000 0.0257962 0.0332661 0.0000044 0.0000000 0.0181548 0.2310886 0.2310886 0.1309691 0.1309691 
0.0485638 0.0071924 0.0000000 0.0176513 0.0332741 0.0047760 0.0000000 0.0124229 0.2311410 0.2311411 0.1310005 0.1310005 
0.0485660 0.0143789 0.0000000 0.0095013 0.0332762 0.0095482 0.0000000 0.0066871 0.2311534 0.2311534 0.1310089 0.1310089 
0.0485598 0.0215620 0.0000000 0.0013506 0.0332727 0.0143184 0.0000000 0.0009506 0.2311256 0.2311256 0.1309948 0.1309948 
0.0485450 0.0295427 0.0000000 0.0000000 0.0332630 0.0198887 0.0000000 0.0000000 0.2310566 0.2310567 0.1309568 0.1309569 
0.0485250 0.0376741 0.0000000 0.0000000 0.0332499 0.0256127 0.0000000 0.0000000 0.2309632 0.2309632 0.1309052 0.1309052 
0.0485003 0.0457944 0.0000000 0.0000000 0.0332335 0.0313289 0.0000000 0.0000000 0.2308470 0.2308470 0.1308406 0.1308406 
0.0484900 0.0484900 0.0047894 0.0000000 0.0332269 0.0332269 0.0031806 0.0000000 0.2307995 0.2307995 0.1308147 0.1308147 
0.0484856 0.0484856 0.0119626 0.0000000 0.0332243 0.0332243 0.0079445 0.0000000 0.2307794 0.2307794 0.1308044 0.1308044 
0.0484775 0.0484775 0.0191330 0.0000000 0.0332192 0.0332192 0.0127067 0.0000000 0.2307423 0.2307423 0.1307843 0.1307843 
0.0484649 0.0484649 0.0267807 0.0000000 0.0332109 0.0332109 0.0179478 0.0000000 0.2306831 0.2306832 0.1307516 0.1307516 
0.0484467 0.0484467 0.0349009 0.0000000 0.0331988 0.0331988 0.0236640 0.0000000 0.2305978 0.2305978 0.1307039 0.1307040 
0.0484240 0.0484240 0.0430108 0.0000000 0.0331834 0.0331834 0.0293731 0.0000000 0.2304898 0.2304898 0.1306433 0.1306433 
0.0484058 0.0484058 0.0484058 0.0023909 0.0331713 0.0331713 0.0331713 0.0015879 0.2304043 0.2304044 0.1305955 0.1305955 
0.0484028 0.0484028 0.0484028 0.0095523 0.0331693 0.0331693 0.0331693 0.0063441 0.2303901 0.2303901 0.1305877 0.1305878 
0.0483960 0.0483960 0.0483960 0.0167110 0.0331649 0.0331649 0.0331649 0.0110987 0.2303589 0.2303589 0.1305705 0.1305706 
0.0483855 0.0483855 0.0483855 0.0240264 0.0331578 0.0331578 0.0331578 0.0160112 0.2303091 0.2303092 0.1305427 0.1305427 
0.0483693 0.0483693 0.0483693 0.0321355 0.0331467 0.0331467 0.0331467 0.0217196 0.2302318 0.2302319 0.1304990 0.1304990 
0.0483482 0.0483482 0.0483482 0.0402348 0.0331324 0.0331324 0.0331324 0.0274213 0.2301319 0.2301319 0.1304425 0.1304426 
0.0483225 0.0483225 0.0483225 0.0483225 0.0331148 0.0331148 0.0331148 0.0331148 0.2300095 0.2300095 0.1303732 0.1303732 
0.0411925 0.0483450 0.0483450 0.0483450 0.0283798 0.0331302 0.0331302 0.0331302 0.2301167 0.2301168 0.1304339 0.1304339 
0.0340532 0.0483641 0.0483641 0.0483641 0.0236385 0.0331432 0.0331432 0.0331432 0.2302071 0.2302072 0.1304850 0.1304850 
0.0269064 0.0483795 0.0483795 0.0483795 0.0188921 0.0331537 0.0331537 0.0331537 0.2302806 0.2302807 0.1305265 0.1305266 
0.0189532 0.0483928 0.0483928 0.0483928 0.0133413 0.0331627 0.0331627 0.0331627 0.2303433 0.2303434 0.1305617 0.1305618 
0.0108343 0.0484017 0.0484017 0.0484017 0.0076263 0.0331686 0.0331686 0.0331686 0.2303850 0.2303851 0.1305849 0.1305850 
0.0027121 0.0484058 0.0484058 0.0484058 0.0019090 0.0331712 0.0331712 0.0331712 0.2304040 0.2304040 0.1305952 0.1305952 
0.0000000 0.0436494 0.0484216 0.0484216 0.0000000 0.0300124 0.0331818 0.0331818 0.2304790 0.2304790 0.1306372 0.1306372 
0.0000000 0.0365007 0.0484421 0.0484421 0.0000000 0.0252648 0.0331955 0.0331955 0.2305755 0.2305756 0.1306913 0.1306913 
