source_id,source_sub_id,start_time,duration,shape,xcen,ycen,flux,distance,fwhm_wd,fwhm_ht,phi,loop_ht,time_distribution,time_distribution_param1,time_distribution_param2,energy_spectrum_type,energy_spectrum_param1,energy_spectrum_param2,background_multiplier,background_multiplier_1, background_multiplier_2,background_multiplier_3,background_multiplier_4,background_multiplier_5,background_multiplier_6,background_multiplier_7,background_multiplier_8,background_multiplier_9,background_multiplier_10,background_multiplier_11,background_multiplier_12,background_multiplier_13,background_multiplier_14,background_multiplier_15,background_multiplier_16,background_multiplier_17,background_multiplier_18,background_multiplier_19,background_multiplier_20,background_multiplier_21,background_multiplier_22,background_multiplier_23,background_multiplier_24,background_multiplier_25,background_multiplier_26,background_multiplier_27,background_multiplier_28,background_multiplier_29,background_multiplier_30,background_multiplier_31,detector_override,pixel_override
26,1,,4,gaussian,592.516296,-358.371368,1941.123169,1,40,20,,,uniform,,,thermal,0.001616,2.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2,,4,gaussian,592.516296,-358.371368,50.275967,1,20,10,,,uniform,,,powerlaw,0.001812,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,112.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,,4,gaussian,592.516296,-358.371368,2314.236084,1,40,20,,,uniform,,,thermal,0.002047,2.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,116.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,,4,gaussian,592.516296,-358.371368,3212.979980,1,40,20,,,uniform,,,thermal,0.003033,2.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,120.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,,4,gaussian,592.516296,-358.371368,2237.638184,1,40,20,,,uniform,,,thermal,0.001979,2.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,124.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,,4,gaussian,592.516296,-358.371368,3899.718750,1,40,20,,,uniform,,,thermal,0.003946,2.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,128.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,,4,gaussian,592.516296,-358.371368,4020.623779,1,40,20,,,uniform,,,thermal,0.004068,2.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0,132.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,,4,gaussian,592.516296,-358.371368,3982.044678,1,40,20,,,uniform,,,thermal,0.004341,2.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2,,4,gaussian,592.516296,-358.371368,17.734488,1,20,10,,,uniform,,,powerlaw,0.000639,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,136.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,,4,gaussian,592.516296,-358.371368,4347.743652,1,40,20,,,uniform,,,thermal,0.004739,2.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2,,4,gaussian,592.516296,-358.371368,8.870141,1,20,10,,,uniform,,,powerlaw,0.000320,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0,140.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,,4,gaussian,592.516296,-358.371368,4346.106445,1,40,20,,,uniform,,,thermal,0.004737,2.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,144.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,,4,gaussian,592.516296,-358.371368,5162.469727,1,40,20,,,uniform,,,thermal,0.006095,2.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,148.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,,4,gaussian,592.516296,-358.371368,4699.368164,1,40,20,,,uniform,,,thermal,0.005548,2.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0,152.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,,4,gaussian,592.516296,-358.371368,5001.085449,1,40,20,,,uniform,,,thermal,0.005904,2.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2,,4,gaussian,592.516296,-358.371368,5.053627,1,20,10,,,uniform,,,powerlaw,0.000182,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,156.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,,4,gaussian,592.516296,-358.371368,5096.394531,1,40,20,,,uniform,,,thermal,0.006017,2.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2,,4,gaussian,592.516296,-358.371368,60.298122,1,20,10,,,uniform,,,powerlaw,0.002174,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0,160.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,,4,gaussian,592.516296,-358.371368,7688.833984,1,40,20,,,uniform,,,thermal,0.009078,2.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2,,4,gaussian,592.516296,-358.371368,73.545708,1,20,10,,,uniform,,,powerlaw,0.002651,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0,164.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1,,4,gaussian,592.516296,-358.371368,6580.157227,1,40,20,,,uniform,,,thermal,0.007769,2.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2,,4,gaussian,592.516296,-358.371368,32.990582,1,20,10,,,uniform,,,powerlaw,0.001189,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0,168.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1,,4,gaussian,592.516296,-358.371368,6902.000000,1,40,20,,,uniform,,,thermal,0.008149,2.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2,,4,gaussian,592.516296,-358.371368,56.236973,1,20,10,,,uniform,,,powerlaw,0.002027,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0,172.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1,,4,gaussian,592.516296,-358.371368,7494.114258,1,40,20,,,uniform,,,thermal,0.008848,2.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2,,4,gaussian,592.516296,-358.371368,34.006027,1,20,10,,,uniform,,,powerlaw,0.001226,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0,176.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1,,4,gaussian,592.516296,-358.371368,7886.063965,1,40,20,,,uniform,,,thermal,0.008596,2.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2,,4,gaussian,592.516296,-358.371368,157.018478,1,20,10,,,uniform,,,powerlaw,0.005660,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,180.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,,4,gaussian,592.516296,-358.371368,6265.707520,1,40,20,,,uniform,,,thermal,0.006830,2.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2,,4,gaussian,592.516296,-358.371368,40.224625,1,20,10,,,uniform,,,powerlaw,0.001450,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,184.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,,4,gaussian,592.516296,-358.371368,7845.296875,1,40,20,,,uniform,,,thermal,0.008552,2.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,,4,gaussian,592.516296,-358.371368,95.492455,1,20,10,,,uniform,,,powerlaw,0.003442,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0,188.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,,4,gaussian,592.516296,-358.371368,10195.754883,1,40,20,,,uniform,,,thermal,0.013118,2.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2,,4,gaussian,592.516296,-358.371368,85.497337,1,20,10,,,uniform,,,powerlaw,0.003082,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0,192.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,,4,gaussian,592.516296,-358.371368,9760.128906,1,40,20,,,uniform,,,thermal,0.012557,2.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0,196.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,,4,gaussian,592.516296,-358.371368,7436.889648,1,40,20,,,uniform,,,thermal,0.008780,2.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0,200.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,,4,gaussian,592.516296,-358.371368,8698.661133,1,40,20,,,uniform,,,thermal,0.011192,2.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0,204.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,,4,gaussian,592.516296,-358.371368,11324.708984,1,40,20,,,uniform,,,thermal,0.015988,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0,208.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,,4,gaussian,592.516296,-358.371368,13596.422852,1,40,20,,,uniform,,,thermal,0.021229,1.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2,,4,gaussian,592.516296,-358.371368,22.147772,1,20,10,,,uniform,,,powerlaw,0.000798,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0,212.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,,4,gaussian,592.516296,-358.371368,11441.202148,1,40,20,,,uniform,,,thermal,0.017864,1.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0,216.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,,4,gaussian,592.516296,-358.371368,13192.518555,1,40,20,,,uniform,,,thermal,0.020598,1.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0,220.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,,4,gaussian,592.516296,-358.371368,17246.990234,1,40,20,,,uniform,,,thermal,0.033902,1.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,224.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,,4,gaussian,592.516296,-358.371368,12971.795898,1,40,20,,,uniform,,,thermal,0.025498,1.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0,228.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1,,4,gaussian,592.516296,-358.371368,15530.803711,1,40,20,,,uniform,,,thermal,0.034882,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0,232.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1,,4,gaussian,592.516296,-358.371368,18486.134766,1,40,20,,,uniform,,,thermal,0.048196,1.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0,236.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1,,4,gaussian,592.516296,-358.371368,14064.479492,1,40,20,,,uniform,,,thermal,0.031589,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0,240.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1,,4,gaussian,592.516296,-358.371368,15960.600586,1,40,20,,,uniform,,,thermal,0.041611,1.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,244.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1,,4,gaussian,592.516296,-358.371368,13396.358398,1,40,20,,,uniform,,,thermal,0.030088,1.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0,248.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1,,4,gaussian,592.516296,-358.371368,17035.154297,1,40,20,,,uniform,,,thermal,0.044413,1.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0,252.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1,,4,gaussian,592.516296,-358.371368,16635.855469,1,40,20,,,uniform,,,thermal,0.043372,1.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0,256.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1,,4,gaussian,592.516296,-358.371368,19153.857422,1,40,20,,,uniform,,,thermal,0.049936,1.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2,,4,gaussian,592.516296,-358.371368,24.431852,1,20,10,,,uniform,,,powerlaw,0.000881,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0,260.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1,,4,gaussian,592.516296,-358.371368,16968.523438,1,40,20,,,uniform,,,thermal,0.044239,1.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0,264.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1,,4,gaussian,592.516296,-358.371368,12860.892578,1,40,20,,,uniform,,,thermal,0.033530,1.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0,268.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1,,4,gaussian,592.516296,-358.371368,20841.222656,1,40,20,,,uniform,,,thermal,0.064339,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0,272.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1,,4,gaussian,592.516296,-358.371368,17536.910156,1,40,20,,,uniform,,,thermal,0.054138,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,276.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,,4,gaussian,592.516296,-358.371368,19180.980469,1,40,20,,,uniform,,,thermal,0.059213,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0,280.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1,,4,gaussian,592.516296,-358.371368,13730.709961,1,40,20,,,uniform,,,thermal,0.042388,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0,284.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,,4,gaussian,592.516296,-358.371368,18445.130859,1,40,20,,,uniform,,,thermal,0.069178,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0,288.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1,,4,gaussian,592.516296,-358.371368,14417.072266,1,40,20,,,uniform,,,thermal,0.044507,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0,292.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1,,4,gaussian,592.516296,-358.371368,12065.946289,1,40,20,,,uniform,,,thermal,0.037249,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0,296.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1,,4,gaussian,592.516296,-358.371368,13979.113281,1,40,20,,,uniform,,,thermal,0.043155,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0,300.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1,,4,gaussian,592.516296,-358.371368,18424.818359,1,40,20,,,uniform,,,thermal,0.069101,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0,304.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1,,4,gaussian,592.516296,-358.371368,13980.346680,1,40,20,,,uniform,,,thermal,0.043158,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0,308.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1,,4,gaussian,592.516296,-358.371368,15341.648438,1,40,20,,,uniform,,,thermal,0.047361,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
