source_id,source_sub_id,start_time,duration,shape,xcen,ycen,flux,distance,fwhm_wd,fwhm_ht,phi,loop_ht,time_distribution,time_distribution_param1,time_distribution_param2,energy_spectrum_type,energy_spectrum_param1,energy_spectrum_param2,background_multiplier,background_multiplier_1, background_multiplier_2,background_multiplier_3,background_multiplier_4,background_multiplier_5,background_multiplier_6,background_multiplier_7,background_multiplier_8,background_multiplier_9,background_multiplier_10,background_multiplier_11,background_multiplier_12,background_multiplier_13,background_multiplier_14,background_multiplier_15,background_multiplier_16,background_multiplier_17,background_multiplier_18,background_multiplier_19,background_multiplier_20,background_multiplier_21,background_multiplier_22,background_multiplier_23,background_multiplier_24,background_multiplier_25,background_multiplier_26,background_multiplier_27,background_multiplier_28,background_multiplier_29,background_multiplier_30,background_multiplier_31,detector_override,pixel_override
0,0,0,664,,,,10,,,,,,uniform,,,uniform,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1,0,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,4,gaussian,592.516296,-358.371368,3.865412,1,40,20,,,uniform,,,thermal,0.000002,3.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,,4,gaussian,592.516296,-358.371368,30.274294,1,20,10,,,uniform,,,powerlaw,0.001091,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,8.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,,4,gaussian,592.516296,-358.371368,43.993065,1,40,20,,,uniform,,,thermal,0.000023,3.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,16.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,,4,gaussian,592.516296,-358.371368,25.077488,1,40,20,,,uniform,,,thermal,0.000013,3.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,20.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,,4,gaussian,592.516296,-358.371368,59.239609,1,40,20,,,uniform,,,thermal,0.000031,3.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,24.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,,4,gaussian,592.516296,-358.371368,158.607941,1,40,20,,,uniform,,,thermal,0.000125,2.800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,28.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,,4,gaussian,592.516296,-358.371368,195.917557,1,40,20,,,uniform,,,thermal,0.000185,2.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,32.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,,4,gaussian,592.516296,-358.371368,95.062317,1,40,20,,,uniform,,,thermal,0.000056,3.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,36.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,,4,gaussian,592.516296,-358.371368,214.989334,1,40,20,,,uniform,,,thermal,0.000160,2.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,40.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,,4,gaussian,592.516296,-358.371368,129.809036,1,40,20,,,uniform,,,thermal,0.000097,2.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,44.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,,4,gaussian,592.516296,-358.371368,60.856670,1,40,20,,,uniform,,,thermal,0.000032,3.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,48.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,,4,gaussian,592.516296,-358.371368,366.941986,1,40,20,,,uniform,,,thermal,0.000433,2.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,52.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,,4,gaussian,592.516296,-358.371368,281.037537,1,40,20,,,uniform,,,thermal,0.000265,2.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,56.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,,4,gaussian,592.516296,-358.371368,353.870453,1,40,20,,,uniform,,,thermal,0.000386,2.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,60.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,,4,gaussian,592.516296,-358.371368,707.141235,1,40,20,,,uniform,,,thermal,0.000998,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,64.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,,4,gaussian,592.516296,-358.371368,537.406372,1,40,20,,,uniform,,,thermal,0.000634,2.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,68.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,,4,gaussian,592.516296,-358.371368,444.821716,1,40,20,,,uniform,,,thermal,0.000485,2.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,72.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,,4,gaussian,592.516296,-358.371368,609.643921,1,40,20,,,uniform,,,thermal,0.000617,2.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,76.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,,4,gaussian,592.516296,-358.371368,922.827942,1,40,20,,,uniform,,,thermal,0.001303,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,80.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,,4,gaussian,592.516296,-358.371368,587.934082,1,40,20,,,uniform,,,thermal,0.000555,2.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,84.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,,4,gaussian,592.516296,-358.371368,1083.171143,1,40,20,,,uniform,,,thermal,0.001096,2.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,88.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,,4,gaussian,592.516296,-358.371368,1140.375977,1,40,20,,,uniform,,,thermal,0.001009,2.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,92.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,,4,gaussian,592.516296,-358.371368,1121.405151,1,40,20,,,uniform,,,thermal,0.000757,3.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,96.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,,4,gaussian,592.516296,-358.371368,1323.051147,1,40,20,,,uniform,,,thermal,0.000937,3.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2,,4,gaussian,592.516296,-358.371368,3.389707,1,20,10,,,uniform,,,powerlaw,0.000122,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,,4,gaussian,592.516296,-358.371368,1574.653442,1,40,20,,,uniform,,,thermal,0.001311,2.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2,,4,gaussian,592.516296,-358.371368,40.927959,1,20,10,,,uniform,,,powerlaw,0.001475,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,104.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,,4,gaussian,592.516296,-358.371368,1564.530762,1,40,20,,,uniform,,,thermal,0.001384,2.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,108.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
