front_window,rear_window,grid_covers,dem,attenuator,mli,calibration_foil,dead_layer,energy
0.030402820720981664,0.20054331914221749,0.23300666697377195,0.3353715829093708,5.1217027538555364e-21,0.04227296259506525,0.22586102280529505,0.9391882811277903,4.0
0.11080951066787723,0.44563056491667186,0.4759394023197507,0.5730120377609114,1.3018626190992602e-11,0.19725670590170485,0.4680526455471234,0.8501732500353737,5.0
0.2740661988863706,0.6265698615555995,0.6523711344405951,0.7258903992310988,3.238841327767855e-07,0.3913056715888364,0.6459045287718203,0.9022192685616297,6.0
0.43061327019281465,0.7386990260108466,0.7649043963360397,0.817909717065463,6.884399718814738e-05,0.5541285006585727,0.7600329155105641,0.9335236862112828,7.0
0.5593994498942974,0.8122557705961436,0.8361001880808837,0.8743669648851835,0.001469595626570021,0.673477857553505,0.8324722900756437,0.9526255746960248,8.0
0.6507257055064368,0.8561530319074591,0.8813987633605995,0.9096604807092381,0.009811205942694697,0.7566224218240688,0.8786857535852791,0.9650550940670807,9.0
0.7202546817968701,0.8872566432697906,0.9117428019424135,0.9330485826336699,0.03339303278536162,0.8153058722902508,0.9096788843418588,0.9734212926949761,10.0
0.7643680472187112,0.9044690320898973,0.9314277605903973,0.9481168899086919,0.07668512140720901,0.8551549618865887,0.9298344909765166,0.9793408909764901,11.0
0.7991363043962644,0.9179849028474736,0.9456356121396889,0.9589431569484593,0.136974237907835,0.8844712633305132,0.9443831835463259,0.9835956169758977,12.0
0.8269065329949512,0.928790225147838,0.9561377379974475,0.96691955798709,0.20788040037253058,0.9064241794894242,0.9551369995018997,0.9867365038774848,13.0
0.8493758109343568,0.9375645353087498,0.9640658044418579,0.9729264470665725,0.28279591014686006,0.9231455284611013,0.9632543835414069,0.9891086436744472,14.0
0.8677779878881721,0.9447877310003827,0.9701629902052838,0.9775377266337277,0.35666154503940467,0.9360858108208525,0.9694964146390934,0.9909358049913332,15.0
0.8786056328597232,0.9484029738998881,0.9742095792804977,0.9805941470610612,0.4255934716909599,0.9449506881629475,0.97365491145438,0.9923753538795715,16.0
0.8957771163744845,0.9544161522219957,0.9802222451762359,0.98512970706763,0.5454434367875657,0.9580793123009259,0.9798262133596292,0.9944406859236586,18.0
0.9087544264724237,0.9592116785889591,0.9843885403763427,0.9882684068074615,0.6402134772778265,0.9671259278515038,0.9840959228008654,0.9958102465727636,20.0
0.9153962845052823,0.9612987955164263,0.9865570319271421,0.9899007364456064,0.7095617686032576,0.9720332475175285,0.9863313941737367,0.9967531353115808,22.0
0.9230699383509806,0.9639345669056152,0.9889795561336169,0.9917232285365012,0.785535519869144,0.9774144385063634,0.988820416017349,0.9976937249586283,25.0
0.9289411476661324,0.9661234254210382,0.9907418514804583,0.9930483218268357,0.8379978680948004,0.981253455031369,0.9906251227308341,0.9982971002576689,28.0
0.9339723849395836,0.9680231305130975,0.9921303476629914,0.9940919355529331,0.8821801762391178,0.9842846890560061,0.9920474361736481,0.9987526032622934,32.0
0.9369765645729491,0.9691449819712856,0.9929058536887048,0.9946746581162823,0.9096516351358804,0.985998904705026,0.9928431744663337,0.9977973317554143,36.0
0.9394080281741748,0.970115638152497,0.9935282104974125,0.9951422206153154,0.928971145864454,0.987344706002284,0.99347941117984,0.9963274711705726,40.0
0.9414358373795636,0.9709410325914375,0.9939402043831568,0.9954517019600628,0.9431092176311896,0.988244336704704,0.9939013929794641,0.9973058643457036,45.0
0.9431201633844867,0.9716603206018506,0.9942841529916621,0.9957100445280666,0.9534142784268781,0.988981407519078,0.9942525314403918,0.997957899101212,50.0
0.9446698259598121,0.9723473005607723,0.9945450844547742,0.9959060173463342,0.9607423300027836,0.9895335938959048,0.9945185310967076,0.9984883181494013,56.0
0.9461894312397128,0.9730457587309772,0.9947814489166356,0.9960835280000618,0.9664717522422506,0.990025270594642,0.9947588323482108,0.9988945610881125,63.0
0.9474843667895765,0.9736581081984738,0.9949578102813947,0.9962159692196023,0.9701195983161156,0.9903858954964267,0.9949376885126002,0.9991648973753603,70.0
0.9484638552260023,0.9741265176248708,0.9950911498128252,0.9963160986502564,0.972692767286221,0.9906569870232462,0.9950727825866809,0.9993288501909477,76.0
0.949659233612152,0.9747083213987927,0.995240472513264,0.9964282264336916,0.9751111635729103,0.9909559975961718,0.9952237500921666,0.9994845739244814,84.0
0.951729887260021,0.975731336931554,0.9954757154740703,0.9966048639959525,0.9781582228279038,0.9914194048967427,0.9954610596310068,0.9996731005277393,100.0
0.9540281853649659,0.9768860147362428,0.9957119515736498,0.9967822367779353,0.9801273720176807,0.9918744236001845,0.995698627215191,0.9997912279954166,120.0
0.9566915264097894,0.9782255615577358,0.995984347871815,0.9969867466066061,0.9822996447034441,0.9923983319013404,0.9959724898324386,0.9998785783296276,150.0
