energies,det-0,det-1,det-2,det-3,det-4,det-5,det-6,det-7,det-8,det-9,det-10,det-11,det-12,det-13,det-14,det-15,det-16,det-17,det-18,det-19,det-20,det-21,det-22,det-23,det-24,det-25,det-26,det-27,det-28,det-29,det-30,det-31,attenuator
26.567999999999998,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8458958291818729,0.8458958291818729,0.8458958291818729,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8458958291818729,0.8458958291818729,0.8458958291818729,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.8544696695079168,0.6341084768472091
26.715999999999998,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.846708547800654,0.846708547800654,0.846708547800654,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.846708547800654,0.846708547800654,0.846708547800654,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.8552169483119569,0.6385252820269107
26.863999999999997,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8475106231514079,0.8475106231514079,0.8475106231514079,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8475106231514079,0.8475106231514079,0.8475106231514079,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.8559544157433349,0.6428807543555043
27.012,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8483022639754253,0.8483022639754253,0.8483022639754253,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8483022639754253,0.8483022639754253,0.8483022639754253,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.8566822664729584,0.6471756317733577
27.16,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8490836737176416,0.8490836737176416,0.8490836737176416,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8490836737176416,0.8490836737176416,0.8490836737176416,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.8574006901594077,0.6514106553210349
27.308,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.849855050688771,0.849855050688771,0.849855050688771,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.849855050688771,0.849855050688771,0.849855050688771,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.8581098716048623,0.6555865682208617
27.456,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8506165882216957,0.8506165882216957,0.8506165882216957,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8506165882216957,0.8506165882216957,0.8506165882216957,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.8588099909054062,0.6597041150188159
27.604,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.8513684748223368,0.8513684748223368,0.8513684748223368,0.859501223595938,0.859501223595938,0.859501223595938,0.8513684748223368,0.8513684748223368,0.8513684748223368,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.859501223595938,0.6637640407836434
27.752,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8521108943152337,0.8521108943152337,0.8521108943152337,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8521108943152337,0.8521108943152337,0.8521108943152337,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.8601837407899117,0.6677670903601978
27.9,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8528440259840302,0.8528440259840302,0.8528440259840302,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8528440259840302,0.8528440259840302,0.8528440259840302,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.8608577093141053,0.6717140076741551
28.048,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8535680447070775,0.8535680447070775,0.8535680447070775,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8535680447070775,0.8535680447070775,0.8535680447070775,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.8615232918386266,0.6756055350853727
28.195999999999998,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8542831210883416,0.8542831210883416,0.8542831210883416,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8542831210883416,0.8542831210883416,0.8542831210883416,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.8621806470023413,0.6794424127872841
28.343999999999998,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.8549894215837978,0.8549894215837978,0.8549894215837978,0.862829929533906,0.862829929533906,0.862829929533906,0.8549894215837978,0.8549894215837978,0.8549894215837978,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.862829929533906,0.6832253782498375
28.491999999999997,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8556871086234847,0.8556871086234847,0.8556871086234847,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8556871086234847,0.8556871086234847,0.8556871086234847,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.8634712903685775,0.6869551657036084
28.639999999999997,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.856376340729397,0.856376340729397,0.856376340729397,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.856376340729397,0.856376340729397,0.856376340729397,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.8641048767609726,0.6906325056628163
28.788,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8570572726293618,0.8570572726293618,0.8570572726293618,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8570572726293618,0.8570572726293618,0.8570572726293618,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.8647308323939273,0.694258124485092
28.936,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8577300553670666,0.8577300553670666,0.8577300553670666,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8577300553670666,0.8577300553670666,0.8577300553670666,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.8653492974836148,0.697832743965937
29.084,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8583948364083752,0.8583948364083752,0.8583948364083752,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8583948364083752,0.8583948364083752,0.8583948364083752,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.8659604088810641,0.7013570809659226
29.232,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8590517597440812,0.8590517597440812,0.8590517597440812,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8590517597440812,0.8590517597440812,0.8590517597440812,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.8665643001702207,0.704831847068765
29.38,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8597009659892287,0.8597009659892287,0.8597009659892287,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8597009659892287,0.8597009659892287,0.8597009659892287,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.8671611017626815,0.7082577482685033
29.528,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8603425924791319,0.8603425924791319,0.8603425924791319,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8603425924791319,0.8603425924791319,0.8603425924791319,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.8677509409892314,0.7116354846841075
29.676,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8609767733622167,0.8609767733622167,0.8609767733622167,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8609767733622167,0.8609767733622167,0.8609767733622167,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.8683339421883042,0.7149657502999062
29.823999999999998,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.8616036396898042,0.8616036396898042,0.8616036396898042,0.868910226791484,0.868910226791484,0.868910226791484,0.8616036396898042,0.8616036396898042,0.8616036396898042,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.868910226791484,0.7182492327303249
29.971999999999998,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8622233195029521,0.8622233195029521,0.8622233195029521,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8622233195029521,0.8622233195029521,0.8622233195029521,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.8694799134061634,0.7214866130074894
30.119999999999997,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8626610724460645,0.8626610724460645,0.8626610724460645,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8626610724460645,0.8626610724460645,0.8626610724460645,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.8698850179996144,0.724506352146574
30.267999999999997,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8630535299322183,0.8630535299322183,0.8630535299322183,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8630535299322183,0.8630535299322183,0.8630535299322183,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.8702490185120283,0.7274452603671776
30.415999999999997,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8634418258270365,0.8634418258270365,0.8634418258270365,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8634418258270365,0.8634418258270365,0.8634418258270365,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.8706091029528781,0.7303445445619595
30.564,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8638260318879188,0.8638260318879188,0.8638260318879188,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8638260318879188,0.8638260318879188,0.8638260318879188,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.8709653399902532,0.7332047872680137
30.712,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8642062182158975,0.8642062182158975,0.8642062182158975,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8642062182158975,0.8642062182158975,0.8642062182158975,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.8713177966844509,0.7360265638525421
30.86,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8645824533026397,0.8645824533026397,0.8645824533026397,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8645824533026397,0.8645824533026397,0.8645824533026397,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.8716665385341298,0.7388104424764652
31.008,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.8649548040758854,0.8649548040758854,0.8649548040758854,0.872011629520914,0.872011629520914,0.872011629520914,0.8649548040758854,0.8649548040758854,0.8649548040758854,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.872011629520914,0.7415569840677676
31.156,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.865323335943377,0.865323335943377,0.865323335943377,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.865323335943377,0.865323335943377,0.865323335943377,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.8723531321525022,0.7442667423039101
31.304,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8656881128353479,0.8656881128353479,0.8656881128353479,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8656881128353479,0.8656881128353479,0.8656881128353479,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.8726911075043484,0.746940263602694
31.451999999999998,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8660491972456076,0.8660491972456076,0.8660491972456076,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8660491972456076,0.8660491972456076,0.8660491972456076,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.8730256152599531,0.7495780871209862
31.599999999999998,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8664066502712898,0.8664066502712898,0.8664066502712898,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8664066502712898,0.8664066502712898,0.8664066502712898,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.8733567137498308,0.7521807447607497
31.747999999999998,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.866760531651308,0.866760531651308,0.866760531651308,0.873684459989198,0.873684459989198,0.873684459989198,0.866760531651308,0.866760531651308,0.866760531651308,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.873684459989198,0.7547487611818607
31.895999999999997,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8624633054948689,0.8624633054948689,0.8624633054948689,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8624633054948689,0.8624633054948689,0.8624633054948689,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.8693243430281391,0.7572826538212155
32.044,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.8628627432838245,0.8628627432838245,0.8628627432838245,0.869698645093489,0.869698645093489,0.869698645093489,0.8628627432838245,0.8628627432838245,0.8628627432838245,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.869698645093489,0.7597829329176603
32.192,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8632579613464951,0.8632579613464951,0.8632579613464951,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8632579613464951,0.8632579613464951,0.8632579613464951,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.8700689276271931,0.7622501015423121
32.34,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.8636490305685436,0.8636490305685436,0.8636490305685436,0.870435259228323,0.870435259228323,0.870435259228323,0.8636490305685436,0.8636490305685436,0.8636490305685436,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.870435259228323,0.7646846556338471
32.488,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8640360202650581,0.8640360202650581,0.8640360202650581,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8640360202650581,0.8640360202650581,0.8640360202650581,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.8707977069568955,0.7670870840383793
32.635999999999996,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8644189982229357,0.8644189982229357,0.8644189982229357,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8644189982229357,0.8644189982229357,0.8644189982229357,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.8711563363758177,0.7694578685535515
32.784,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8647980307419284,0.8647980307419284,0.8647980307419284,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8647980307419284,0.8647980307419284,0.8647980307419284,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.8715112115914986,0.7717974839765009
32.932,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8651731826744066,0.8651731826744066,0.8651731826744066,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8651731826744066,0.8651731826744066,0.8651731826744066,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.8718623952931802,0.7741063981553732
33.08,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8655445174638794,0.8655445174638794,0.8655445174638794,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8655445174638794,0.8655445174638794,0.8655445174638794,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.8722099487910309,0.7763850720440749
33.227999999999994,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8659120971823199,0.8659120971823199,0.8659120971823199,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8659120971823199,0.8659120971823199,0.8659120971823199,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.8725539320530451,0.7786339597599865
