energies,det-0,det-1,det-2,det-3,det-4,det-5,det-6,det-7,det-8,det-9,det-10,det-11,det-12,det-13,det-14,det-15,det-16,det-17,det-18,det-19,det-20,det-21,det-22,det-23,det-24,det-25,det-26,det-27,det-28,det-29,det-30,det-31
5.256,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.002718610247306642,0.002718610247306642,0.002718610247306642,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.002718610247306642,0.002718610247306642,0.002718610247306642,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335,0.005146177517578335
5.404,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.004339616240774743,0.004339616240774743,0.004339616240774743,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.004339616240774743,0.004339616240774743,0.004339616240774743,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924,0.00780202094526924
5.552,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.0066007261564536256,0.0066007261564536256,0.0066007261564536256,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.0066007261564536256,0.0066007261564536256,0.0066007261564536256,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126,0.011332021689112126
5.699999999999999,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.009625188633908651,0.009625188633908651,0.009625188633908651,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.009625188633908651,0.009625188633908651,0.009625188633908651,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781,0.01585362975382781
5.848,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.013525559408096865,0.013525559408096865,0.013525559408096865,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.013525559408096865,0.013525559408096865,0.013525559408096865,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119,0.0214619245674119
5.996,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.01839741099994633,0.01839741099994633,0.01839741099994633,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.01839741099994633,0.01839741099994633,0.01839741099994633,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038,0.028225225824096038
6.144,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.0241858468629744,0.0241858468629744,0.0241858468629744,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.0241858468629744,0.0241858468629744,0.0241858468629744,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536,0.035993766746885536
6.292,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.031017822697100777,0.031017822697100777,0.031017822697100777,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.031017822697100777,0.031017822697100777,0.031017822697100777,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338,0.04490402453424338
6.4399999999999995,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.03891861382037796,0.03891861382037796,0.03891861382037796,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.03891861382037796,0.03891861382037796,0.03891861382037796,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699,0.05494436746383699
6.588,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.04788799699397,0.04788799699397,0.04788799699397,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.04788799699397,0.04788799699397,0.04788799699397,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902,0.06607674428710902
6.736,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.05790494645745845,0.05790494645745845,0.05790494645745845,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.05790494645745845,0.05790494645745845,0.05790494645745845,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938,0.07824452293114938
6.8839999999999995,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.06893012171255648,0.06893012171255648,0.06893012171255648,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.06893012171255648,0.06893012171255648,0.06893012171255648,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402,0.09137615659233402
7.032,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.08090879670318503,0.08090879670318503,0.08090879670318503,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.08090879670318503,0.08090879670318503,0.08090879670318503,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176,0.10538886857961176
7.18,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.09377396872092421,0.09377396872092421,0.09377396872092421,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.09377396872092421,0.09377396872092421,0.09377396872092421,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695,0.12019214822485695
7.327999999999999,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.10744943991676544,0.10744943991676544,0.10744943991676544,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.10744943991676544,0.10744943991676544,0.10744943991676544,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238,0.1356909191894238
7.476,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.12185272007713702,0.12185272007713702,0.12185272007713702,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.12185272007713702,0.12185272007713702,0.12185272007713702,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905,0.1517883002000905
7.624,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.1368976503331377,0.1368976503331377,0.1368976503331377,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.1368976503331377,0.1368976503331377,0.1368976503331377,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558,0.16838792468954558
7.771999999999999,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.15249669056051762,0.15249669056051762,0.15249669056051762,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.15249669056051762,0.15249669056051762,0.15249669056051762,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582,0.1853958201412582
7.92,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.16856284729259133,0.16856284729259133,0.16856284729259133,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.16856284729259133,0.16856284729259133,0.16856284729259133,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247,0.2027218714822247
