energies,det-0,det-1,det-2,det-3,det-4,det-5,det-6,det-7,det-8,det-9,det-10,det-11,det-12,det-13,det-14,det-15,det-16,det-17,det-18,det-19,det-20,det-21,det-22,det-23,det-24,det-25,det-26,det-27,det-28,det-29,det-30,det-31
13.1,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6120207739309773,0.6120207739309773,0.6120207739309773,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6120207739309773,0.6120207739309773,0.6120207739309773,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124,0.6394989733943124
13.248,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6199095199655579,0.6199095199655579,0.6199095199655579,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6199095199655579,0.6199095199655579,0.6199095199655579,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624,0.6468779378282624
13.395999999999999,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6275954941471612,0.6275954941471612,0.6275954941471612,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6275954941471612,0.6275954941471612,0.6275954941471612,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088,0.6540607694298088
13.543999999999999,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6350837573903844,0.6350837573903844,0.6350837573903844,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6350837573903844,0.6350837573903844,0.6350837573903844,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731,0.6610528925708731
13.692,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6423793424665587,0.6423793424665587,0.6423793424665587,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6423793424665587,0.6423793424665587,0.6423793424665587,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958,0.6678596456044958
13.84,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.649487239815368,0.649487239815368,0.649487239815368,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.649487239815368,0.649487239815368,0.649487239815368,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167,0.6744862723847167
13.988,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6564123854180325,0.6564123854180325,0.6564123854180325,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6564123854180325,0.6564123854180325,0.6564123854180325,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914,0.6809379153609914
14.136,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6631596505051108,0.6631596505051108,0.6631596505051108,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6631596505051108,0.6631596505051108,0.6631596505051108,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906,0.6872196100557906
14.283999999999999,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6697338328941441,0.6697338328941441,0.6697338328941441,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6697338328941441,0.6697338328941441,0.6697338328941441,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653,0.6933362807545653
14.431999999999999,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6761396497726233,0.6761396497726233,0.6761396497726233,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6761396497726233,0.6761396497726233,0.6761396497726233,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506,0.6992927372557506
14.58,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.6823817317602665,0.6823817317602665,0.6823817317602665,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.6823817317602665,0.6823817317602665,0.6823817317602665,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499,0.7050936725451499
14.728,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.6884646181014645,0.6884646181014645,0.6884646181014645,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.6884646181014645,0.6884646181014645,0.6884646181014645,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539,0.7107436612740539
14.876,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.6943927528540503,0.6943927528540503,0.6943927528540503,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.6943927528540503,0.6943927528540503,0.6943927528540503,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877,0.7162471589338877
15.024,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.6999583193535485,0.6999583193535485,0.6999583193535485,0.721405287782101,0.721405287782101,0.721405287782101,0.6999583193535485,0.6999583193535485,0.6999583193535485,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101,0.721405287782101
15.171999999999999,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.7043046615646303,0.7043046615646303,0.7043046615646303,0.725397983469268,0.725397983469268,0.725397983469268,0.7043046615646303,0.7043046615646303,0.7043046615646303,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268,0.725397983469268
15.319999999999999,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.708548067818527,0.708548067818527,0.708548067818527,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.708548067818527,0.708548067818527,0.708548067818527,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269,0.7292947379962269
15.468,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7126916224156885,0.7126916224156885,0.7126916224156885,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7126916224156885,0.7126916224156885,0.7126916224156885,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364,0.7330985338360364
15.616,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7167383082800896,0.7167383082800896,0.7167383082800896,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7167383082800896,0.7167383082800896,0.7167383082800896,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236,0.7368122479358236
15.764,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7206910099153341,0.7206910099153341,0.7206910099153341,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7206910099153341,0.7206910099153341,0.7206910099153341,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383,0.7404386554219383
15.911999999999999,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7245525163551646,0.7245525163551646,0.7245525163551646,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7245525163551646,0.7245525163551646,0.7245525163551646,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579,0.7439804332202579
16.06,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.728325524095251,0.728325524095251,0.728325524095251,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.728325524095251,0.728325524095251,0.728325524095251,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044,0.7474401635861044
16.208,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7320126399952374,0.7320126399952374,0.7320126399952374,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7320126399952374,0.7320126399952374,0.7320126399952374,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416,0.7508203375396416
16.356,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7356163841418448,0.7356163841418448,0.7356163841418448,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7356163841418448,0.7356163841418448,0.7356163841418448,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875,0.7541233582037875
16.503999999999998,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7391391926654425,0.7391391926654425,0.7391391926654425,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7391391926654425,0.7391391926654425,0.7391391926654425,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202,0.7573515440427202
16.652,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.742583420503866,0.742583420503866,0.742583420503866,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.742583420503866,0.742583420503866,0.742583420503866,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852,0.7605071319998852
16.799999999999997,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7459513441084792,0.7459513441084792,0.7459513441084792,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7459513441084792,0.7459513441084792,0.7459513441084792,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506,0.7635922805351506
16.948,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.749245164088525,0.749245164088525,0.749245164088525,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.749245164088525,0.749245164088525,0.749245164088525,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736,0.7666090725613736
17.096,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7524670077907119,0.7524670077907119,0.7524670077907119,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7524670077907119,0.7524670077907119,0.7524670077907119,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381,0.7695595182811381
17.244,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7556189318117572,0.7556189318117572,0.7556189318117572,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7556189318117572,0.7556189318117572,0.7556189318117572,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491,0.7724455579248491
17.392,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.7587029244423041,0.7587029244423041,0.7587029244423041,0.77526906439173,0.77526906439173,0.77526906439173,0.7587029244423041,0.7587029244423041,0.7587029244423041,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173,0.77526906439173
17.54,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7617209080411812,0.7617209080411812,0.7617209080411812,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7617209080411812,0.7617209080411812,0.7617209080411812,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308,0.7780318457955308
17.688,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7646747413394889,0.7646747413394889,0.7646747413394889,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7646747413394889,0.7646747413394889,0.7646747413394889,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998,0.7807356479169998
17.836,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7675662216744076,0.7675662216744076,0.7675662216744076,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7675662216744076,0.7675662216744076,0.7675662216744076,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425,0.7833821565653425
17.984,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7703970871529832,0.7703970871529832,0.7703970871529832,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7703970871529832,0.7703970871529832,0.7703970871529832,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246,0.7859729998510246
18.131999999999998,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.773169018746444,0.773169018746444,0.773169018746444,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.773169018746444,0.773169018746444,0.773169018746444,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836,0.7885097503723836
18.279999999999998,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.775883642315867,0.775883642315867,0.775883642315867,0.790993927318589,0.790993927318589,0.790993927318589,0.775883642315867,0.775883642315867,0.775883642315867,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589,0.790993927318589
18.428,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7785425305702045,0.7785425305702045,0.7785425305702045,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7785425305702045,0.7785425305702045,0.7785425305702045,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232,0.7934269984915232
18.576,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7811472049578662,0.7811472049578662,0.7811472049578662,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7811472049578662,0.7811472049578662,0.7811472049578662,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924,0.7958103822491924
18.724,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7836991374931902,0.7836991374931902,0.7836991374931902,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7836991374931902,0.7836991374931902,0.7836991374931902,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735,0.7981454493732735
18.872,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.7861997525192481,0.7861997525192481,0.7861997525192481,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.7861997525192481,0.7861997525192481,0.7861997525192481,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001,0.8004335248634001
19.02,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.7886504284085136,0.7886504284085136,0.7886504284085136,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.7886504284085136,0.7886504284085136,0.7886504284085136,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609,0.8026758896607609
19.168,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.7910524992029982,0.7910524992029982,0.7910524992029982,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.7910524992029982,0.7910524992029982,0.7910524992029982,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549,0.8048737823035549
19.316,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.793407256195498,0.793407256195498,0.793407256195498,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.793407256195498,0.793407256195498,0.793407256195498,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027,0.8070284005168027
19.464,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.7957159494536363,0.7957159494536363,0.7957159494536363,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.7957159494536363,0.7957159494536363,0.7957159494536363,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669,0.8091409027389669
19.612,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.7979797892883997,0.7979797892883997,0.7979797892883997,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.7979797892883997,0.7979797892883997,0.7979797892883997,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736,0.8112124095877736
19.759999999999998,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8001999476688801,0.8001999476688801,0.8001999476688801,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8001999476688801,0.8001999476688801,0.8001999476688801,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775,0.8132440052675775
19.907999999999998,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8023775595849251,0.8023775595849251,0.8023775595849251,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8023775595849251,0.8023775595849251,0.8023775595849251,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352,0.8152367389205352
