SW4(2015.07.01_14.16.17),-20,0,1,300,12,2,Co57,76,77,79,80,82,98,83,0
SW4(2015.07.01_10.30.42),-20,0,1,300,13,2,Am241,76,77,79,80,82,98,83,0
SW4(2015.07.01_09.14.37),-20,0,1,300,13,4,Am241,76,77,79,80,82,98,83,0
SW4(2015.07.01_14.19.42),-20,0,2,300,12,2,Co57,76,77,79,80,82,98,83,0
SW4(2015.07.01_10.49.30),-20,0,2,300,13,2,Am241,76,77,79,80,82,98,83,0
SW4(2015.07.01_09.40.15),-20,0,2,300,13,4,Am241,76,77,79,80,82,98,83,0
SW4(2015.07.01_14.05.56),-20,0,8,200,12,2,Co57,76,77,79,80,82,98,83,0
SW4(2015.07.01_10.03.23),-20,0,8,300,13,4,Am241,76,77,79,80,82,98,83,0
SW4(2015.07.01_14.39.01),-20,0,8,400,12,2,Co57,76,77,79,80,82,98,83,0
SW2(2014.09.29_15.47.09),-20,5,1,200,12,2,Co57,0,39,49,33,54,23,55,0
SW4(2014.09.29_11.40.46),-20,5,1,200,12,2,Co57,0,48,32,26,27,46,35,0
SW2(2014.10.10_10.38.43),-20,5,1,200,12,2,Co57,51,36,47,40,44,41,50,0
SW4(2015.01.23_12.40.43),-20,5,1,200,12,2,Co57,0,56,59,57,60,0,0,0
SW2(2014.09.29_16.30.37),-20,5,1,300,12,2,Co57,0,39,49,33,54,23,55,0
SW4(2014.09.29_13.30.39),-20,5,1,300,12,2,Co57,0,48,32,26,27,46,35,0
SW2(2014.10.10_11.58.57),-20,5,1,300,12,2,Co57,51,36,47,40,44,41,50,0
SW4(2015.01.23_13.23.56),-20,5,1,300,12,2,Co57,0,56,59,57,60,0,0,0
SW2(2014.09.30_10.28.09),-20,5,1,300,13,2,Am241,0,39,49,33,54,23,55,0
SW4(2014.09.29_16.11.40),-20,5,1,300,13,2,Am241,0,48,32,26,27,46,35,0
SW2(2014.10.10_13.38.28),-20,5,1,300,13,2,Am241,51,36,47,40,44,41,50,0
SW4(2015.01.23_10.53.51),-20,5,1,300,13,2,Am241,0,56,59,57,60,0,0,0
SW2(2014.09.30_09.23.15),-20,5,1,400,12,2,Co57,0,39,49,33,54,23,55,0
SW4(2014.09.29_14.20.17),-20,5,1,400,12,2,Co57,0,48,32,26,27,46,35,0
SW2(2014.10.10_11.36.29),-20,5,1,400,12,2,Co57,51,36,47,40,44,41,50,0
SW4(2015.01.23_17.33.13),-20,5,1,400,12,2,Co57,0,56,59,57,60,0,0,0
SW4(2015.07.01_14.30.17),-20,5,1,400,12,2,Co57,76,77,79,80,82,98,83,0
SW2(2014.09.29_15.56.27),-20,5,2,200,12,2,Co57,0,39,49,33,54,23,55,0
SW4(2014.09.29_11.49.08),-20,5,2,200,12,2,Co57,0,48,32,26,27,46,35,0
SW2(2014.10.10_10.44.11),-20,5,2,200,12,2,Co57,51,36,47,40,44,41,50,0
SW4(2015.01.23_12.55.07),-20,5,2,200,12,2,Co57,0,56,59,57,60,0,0,0
SW4(2015.07.01_14.01.34),-20,5,2,200,12,2,Co57,76,77,79,80,82,98,83,0
SW2(2014.09.29_16.36.17),-20,5,2,300,12,2,Co57,0,39,49,33,54,23,55,0
SW4(2014.09.29_13.50.26),-20,5,2,300,12,2,Co57,0,48,32,26,27,46,35,0
SW2(2014.10.10_12.04.25),-20,5,2,300,12,2,Co57,51,36,47,40,44,41,50,0
SW4(2015.01.23_13.38.20),-20,5,2,300,12,2,Co57,0,56,59,57,60,0,0,0
SW2(2014.09.30_10.38.38),-20,5,2,300,13,2,Am241,0,39,49,33,54,23,55,0
SW4(2014.09.29_16.49.09),-20,5,2,300,13,2,Am241,0,48,32,26,27,46,35,0
SW2(2014.10.10_13.43.55),-20,5,2,300,13,2,Am241,51,36,47,40,44,41,50,0
SW4(2015.01.26_11.00.13),-20,5,2,300,13,2,Am241,0,56,59,57,60,0,0,0
SW2(2014.09.30_09.31.21),-20,5,2,400,12,2,Co57,0,39,49,33,54,23,55,0
SW4(2014.09.29_14.32.08),-20,5,2,400,12,2,Co57,0,48,32,26,27,46,35,0
SW2(2014.10.10_11.41.56),-20,5,2,400,12,2,Co57,51,36,47,40,44,41,50,0
SW4(2015.01.23_17.47.37),-20,5,2,400,12,2,Co57,0,56,59,57,60,0,0,0
SW4(2015.07.01_14.34.39),-20,5,2,400,12,2,Co57,76,77,79,80,82,98,83,0
SW2(2014.09.29_16.03.11),-20,5,8,200,12,2,Co57,0,39,49,33,54,23,55,0
SW4(2014.09.29_11.59.12),-20,5,8,200,12,2,Co57,0,48,32,26,27,46,35,0
SW2(2014.10.10_10.49.38),-20,5,8,200,12,2,Co57,51,36,47,40,44,41,50,0
SW4(2015.01.23_13.09.31),-20,5,8,200,12,2,Co57,0,56,59,57,60,0,0,0
SW2(2014.09.29_16.42.08),-20,5,8,300,12,2,Co57,0,39,49,33,54,23,55,0
SW4(2014.09.29_13.59.24),-20,5,8,300,12,2,Co57,0,48,32,26,27,46,35,0
SW2(2014.10.10_12.09.53),-20,5,8,300,12,2,Co57,51,36,47,40,44,41,50,0
SW4(2015.01.23_13.52.44),-20,5,8,300,12,2,Co57,0,56,59,57,60,0,0,0
SW4(2015.07.01_14.22.09),-20,5,8,300,12,2,Co57,76,77,79,80,82,98,83,0
SW2(2014.09.30_09.36.49),-20,5,8,400,12,2,Co57,0,39,49,33,54,23,55,0
SW4(2014.09.29_14.38.53),-20,5,8,400,12,2,Co57,0,48,32,26,27,46,35,0
SW2(2014.10.10_11.47.24),-20,5,8,400,12,2,Co57,51,36,47,40,44,41,50,0
SW4(2015.01.26_09.53.40),-20,5,8,400,12,2,Co57,0,56,59,57,60,0,0,0
SW2(2014.09.29_12.09.26),-20,10,1,300,13,4,Am241,0,39,49,33,54,23,55,0
SW4(2014.09.29_10.02.21),-20,10,1,300,13,4,Am241,0,48,32,26,27,46,35,0
SW2(2014.10.10_09.17.14),-20,10,1,300,13,4,Am241,51,36,47,40,44,41,50,0
SW4(2015.01.23_09.37.15),-20,10,1,300,13,4,Am241,0,56,59,57,60,0,0,0
SW2(2014.09.29_14.45.34),-20,10,2,300,13,4,Am241,0,39,49,33,54,23,55,0
SW4(2014.09.29_10.33.01),-20,10,2,300,13,4,Am241,0,48,32,26,27,46,35,0
SW2(2014.10.10_09.42.52),-20,10,2,300,13,4,Am241,51,36,47,40,44,41,50,0
SW4(2015.01.23_10.02.53),-20,10,2,300,13,4,Am241,0,56,59,57,60,0,0,0
SW2(2014.09.29_15.05.00),-20,10,8,300,13,4,Am241,0,39,49,33,54,23,55,0
SW4(2014.09.29_11.01.04),-20,10,8,300,13,4,Am241,0,48,32,26,27,46,35,0
SW2(2014.10.10_10.08.12),-20,10,8,300,13,4,Am241,51,36,47,40,44,41,50,0
SW4(2015.01.23_10.28.31),-20,10,8,300,13,4,Am241,0,56,59,57,60,0,0,0
SW2(2014.10.10_17.04.15),0,0,0,0,0,0,,51,36,47,40,44,41,50,0
