Based on ECC fit measurements to calibration runs 1657 and 1658 provided by O Limousin 16-May-2022. Applied on 01-Jun-2022. (ECMD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel energy edges obtained from stx_science_energy_channels(/edges_1). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset,Gain keV/ADC,Pixel,Detector,ADC Edge 0 - 4 keV,ADC Edge 1 - 5 keV,ADC Edge 2 - 6 keV,ADC Edge 3 - 7 keV,ADC Edge 4 - 8 keV,ADC Edge 5 - 9 keV,ADC Edge 6 - 10 keV,ADC Edge 7 - 11 keV,ADC Edge 8 - 12 keV,ADC Edge 9 - 13 keV,ADC Edge 10 - 14 keV,ADC Edge 11 - 15 keV,ADC Edge 12 - 16 keV,ADC Edge 13 - 18 keV,ADC Edge 14 - 20 keV,ADC Edge 15 - 22 keV,ADC Edge 16 - 25 keV,ADC Edge 17 - 28 keV,ADC Edge 18 - 32 keV,ADC Edge 19 - 36 keV,ADC Edge 20 - 40 keV,ADC Edge 21 - 45 keV,ADC Edge 22 - 50 keV,ADC Edge 23 - 56 keV,ADC Edge 24 - 63 keV,ADC Edge 25 - 70 keV,ADC Edge 26 - 76 keV,ADC Edge 27 - 84 keV,ADC Edge 28 - 100 keV,ADC Edge 29 - 120 keV,ADC Edge 30 - 150 keV
914.074,0.109471,10,4,951,960,969,978,987,996,1005,1015,1024,1033,1042,1051,1060,1079,1097,1115,1142,1170,1206,1243,1279,1325,1371,1426,1490,1554,1608,1681,1828,2010,2284
908.8889,0.109276,11,4,945,955,964,973,982,991,1000,1010,1019,1028,1037,1046,1055,1074,1092,1110,1138,1165,1202,1238,1275,1321,1366,1421,1485,1549,1604,1678,1824,2007,2282
906.6667,0.109614,0,5,943,952,961,971,980,989,998,1007,1016,1025,1034,1044,1053,1071,1089,1107,1135,1162,1199,1235,1272,1317,1363,1418,1481,1545,1600,1673,1819,2001,2275
902.963,0.111349,1,5,939,948,957,966,975,984,993,1002,1011,1020,1029,1038,1047,1065,1083,1101,1127,1154,1190,1226,1262,1307,1352,1406,1469,1532,1585,1657,1801,1981,2250
905.926,0.110619,2,5,942,951,960,969,978,987,996,1005,1014,1023,1032,1042,1051,1069,1087,1105,1132,1159,1195,1231,1268,1313,1358,1412,1475,1539,1593,1665,1810,1991,2262
902.2222,0.110024,3,5,939,948,957,966,975,984,993,1002,1011,1020,1029,1039,1048,1066,1084,1102,1129,1157,1193,1229,1266,1311,1357,1411,1475,1538,1593,1666,1811,1993,2266
908.8889,0.109863,4,5,945,954,964,973,982,991,1000,1009,1018,1027,1036,1045,1055,1073,1091,1109,1136,1164,1200,1237,1273,1318,1364,1419,1482,1546,1601,1673,1819,2001,2274
894.074,0.110312,5,5,930,939,948,958,967,976,985,994,1003,1012,1021,1030,1039,1057,1075,1094,1121,1148,1184,1220,1257,1302,1347,1402,1465,1529,1583,1656,1801,1982,2254
904.4445,0.110024,6,5,941,950,959,968,977,986,995,1004,1014,1023,1032,1041,1050,1068,1086,1104,1132,1159,1195,1232,1268,1313,1359,1413,1477,1541,1595,1668,1813,1995,2268
908.1482,0.109329,7,5,945,954,963,972,981,990,1000,1009,1018,1027,1036,1045,1054,1073,1091,1109,1137,1164,1201,1237,1274,1320,1365,1420,1484,1548,1603,1676,1823,2006,2280
895.5555,0.109117,8,5,932,941,951,960,969,978,987,996,1006,1015,1024,1033,1042,1061,1079,1097,1125,1152,1189,1225,1262,1308,1354,1409,1473,1537,1592,1665,1812,1995,2270
899.2593,0.110565,9,5,935,944,954,963,972,981,990,999,1008,1017,1026,1035,1044,1062,1080,1098,1125,1153,1189,1225,1261,1306,1351,1406,1469,1532,1587,1659,1804,1985,2256
898.5185,0.10956,10,5,935,944,953,962,972,981,990,999,1008,1017,1026,1035,1045,1063,1081,1099,1127,1154,1191,1227,1264,1309,1355,1410,1474,1537,1592,1665,1811,1994,2268
897.7778,0.110856,11,5,934,943,952,961,970,979,988,997,1006,1015,1024,1033,1042,1060,1078,1096,1123,1150,1186,1223,1259,1304,1349,1403,1466,1529,1583,1656,1800,1980,2251
923.7037,0.108451,0,6,961,970,979,988,997,1007,1016,1025,1034,1044,1053,1062,1071,1090,1108,1127,1154,1182,1219,1256,1293,1339,1385,1440,1505,1569,1624,1698,1846,2030,2307
911.8518,0.10981,1,6,948,957,966,976,985,994,1003,1012,1021,1030,1039,1048,1058,1076,1094,1112,1140,1167,1203,1240,1276,1322,1367,1422,1486,1549,1604,1677,1823,2005,2278
917.037,0.108713,2,6,954,963,972,981,991,1000,1009,1018,1027,1037,1046,1055,1064,1083,1101,1119,1147,1175,1211,1248,1285,1331,1377,1432,1497,1561,1616,1690,1837,2021,2297
908.1482,0.109082,3,6,945,954,963,972,981,991,1000,1009,1018,1027,1036,1046,1055,1073,1091,1110,1137,1165,1202,1238,1275,1321,1367,1422,1486,1550,1605,1678,1825,2008,2283
